id,peak_id,Chr,Start,End,Strand,Length,PCF_logFC,BSF_logFC,logCPM,mean_bsf_b,mean_bsf_g,mean_pcf_b,mean_pcf_g,closest_genome,closest_gene,closest_orient
9468,NA_peak_9469,Tb927_11_v5.1,4419133,4419492,.,360,-4.147,-4.769,3.139,0.206,2.311,1.073,0.144,Tb927.11.16640,Tb927.11.16640,-
9469,NA_peak_9470,Tb927_11_v5.1,4420663,4421501,.,839,2.142,-4.569,3.77,0.549,49.945,2.68,3.26,Tb927.11.16640,Tb927.11.16640,-
9470,NA_peak_9471,Tb927_11_v5.1,4427676,4428582,.,907,0.597,-2.472,7.691,0.343,321.066,457.829,218.172,Tb927.11.16660,Tb927.11.16660,-
9471,NA_peak_9472,Tb927_11_v5.1,4434222,4435168,.,947,0.103,1.828,6.026,59.369,72.304,13.013,4.024,Tb927.11.16670,Tb927.11.16670,-
9472,NA_peak_9473,Tb927_11_v5.1,4435357,4437758,.,2402,0.191,1.33,7.965,271.24,232.859,179.165,149.977,Tb927.11.16680,Tb927.11.16680,-
9473,NA_peak_9474,Tb927_11_v5.1,4439475,4440871,.,1397,1.426,-0.937,7.486,50.918,191.121,430.281,135.469,Tb927.11.16690,Tb927.11.16690,-
9474,NA_peak_9475,Tb927_11_v5.1,4441171,4443650,.,2480,-0.384,0.206,7.601,108.972,175.891,222.885,311.694,Tb927.11.16700,Tb927.11.16700,-
9475,NA_peak_9476,Tb927_11_v5.1,4445975,4446274,.,300,-0.901,1.179,4.751,11.597,10.478,33.699,55.241,Tb927.11.16710,Tb927.11.16710,-
9476,NA_peak_9477,Tb927_11_v5.1,4449183,4449683,.,501,1.726,4.472,5.572,41.553,3.5,75.51,28.421,Tb927.11.16720,Tb927.11.16720,-
9477,NA_peak_9478,Tb927_11_v5.1,4449858,4451680,.,1823,2.002,-0.626,7.385,57.711,190.863,311.653,104.76,Tb927.11.16720,Tb927.11.16720,-
9478,NA_peak_9479,Tb927_11_v5.1,4455161,4456045,.,885,1.613,1.518,7.165,226.357,180.054,37.653,18.683,Tb927.11.16740,Tb927.11.16740,-
9479,NA_peak_9480,Tb927_11_v5.1,4457189,4458196,.,1008,3.589,2.041,7.179,190.763,138.038,80.256,10.604,Tb927.11.16750,Tb927.11.16750,-
9480,NA_peak_9481,Tb927_11_v5.1,4460070,4461927,.,1858,0.137,2.959,7.931,196.349,52.526,345.682,276.961,Tb927.11.16760,Tb927.11.16760,-
9481,NA_peak_9482,Tb927_11_v5.1,4462988,4464202,.,1215,-0.119,2.045,6.824,112.123,54.311,103.305,131.09,Tb927.11.16770,Tb927.11.16770,-
9482,NA_peak_9483,Tb927_11_v5.1,4465520,4467934,.,2415,-0.476,-2.858,7.509,9.195,157.245,252.188,389.023,Tb927.11.16780,Tb927.11.16780,-
9483,NA_peak_9484,Tb927_11_v5.1,4471647,4472999,.,1353,1.096,-4.448,5.274,1.784,101.181,53.53,37.274,Tb927.11.16800,Tb927.11.16800,-
9484,NA_peak_9485,Tb927_11_v5.1,4475604,4478359,.,2756,0.436,3.284,7.047,194.132,39.319,130.818,69.996,Tb927.11.16810,Tb927.11.16810,-
9485,NA_peak_9486,Tb927_11_v5.1,4482232,4483384,.,1153,-1.009,8.434,6.461,174.849,0.375,8.041,4.364,Tb927.11.16820,Tb927.11.16820,-
9486,NA_peak_9487,Tb927_11_v5.1,4484421,4485625,.,1205,1.94,-1.531,5.918,13.587,85.064,162.527,60.243,Tb927.11.16830,Tb927.11.16830,-
9487,NA_peak_9488,Tb927_11_v5.1,4490640,4492163,.,1524,1.387,-0.382,6.757,87.693,219.427,90.95,52.564,Tb927.11.16850,Tb927.11.16850,-
9488,NA_peak_9489,Tb927_11_v5.1,4496304,4497647,.,1344,-0.577,-0.266,6.899,121.461,351.158,13.269,18.871,Tb927.11.16880,Tb927.11.16880,-
9489,NA_peak_9490,Tb927_11_v5.1,4504024,4504914,.,891,-1.318,6.547,6.193,150.529,3.213,19.934,33.091,Tb927.11.16890,Tb927.11.16890,-
9490,NA_peak_9491,Tb927_11_v5.1,4508017,4509124,.,1108,1.616,-5.22,5.303,0.4,31.434,77.873,48.835,Tb927.11.16910,Tb927.11.16910,-
9491,NA_peak_9492,Tb927_11_v5.1,4510006,4512209,.,2204,0.373,-3.759,7.174,7.754,299.715,201.765,174.562,Tb927.11.16915,Tb927.11.16915,-
9492,NA_peak_9493,Tb927_11_v5.1,4512346,4513336,.,991,0.54,-5.773,5.082,0.618,68.425,47.46,36.011,Tb927.11.16920,Tb927.11.16920,-
9493,NA_peak_9494,Tb927_11_v5.1,4514697,4515111,.,415,1.69,-2.476,3.746,1.28,19.347,0.25,0.613,Tb927.11.16930,Tb927.11.16930,-
9494,NA_peak_9495,Tb927_11_v5.1,4517860,4518592,.,733,-0.108,-1.766,3.602,2.333,13.867,25.247,4.918,Tb927.11.16940,Tb927.11.16940,-
9495,NA_peak_9496,Tb927_11_v5.1,4520697,4521769,.,1073,1.229,-5.632,4.348,0.587,61.442,19.798,10.171,Tb927.11.16960,Tb927.11.16960,-
9496,NA_peak_9497,Tb927_11_v5.1,4523091,4524886,.,1796,1.594,-0.859,6.635,50.506,161.403,149.126,35.399,Tb927.11.16960,Tb927.11.16960,-
9497,NA_peak_9498,Tb927_11_v5.1,4527664,4528129,.,466,0.014,4.058,6.521,126.776,1.816,0.179,60.774,Tb927.11.16980,Tb927.11.16980,-
9498,NA_peak_9499,Tb927_11_v5.1,4528322,4529989,.,1668,0.938,-2.59,7.009,8.097,237.158,240.431,122.995,Tb927.11.16980,Tb927.11.16980,-
9499,NA_peak_9500,Tb927_11_v5.1,4530218,4531631,.,1414,0.476,7.041,8.757,922.282,11.987,36.754,16.863,Tb927.11.16990,Tb927.11.16990,-
9500,NA_peak_9501,Tb927_11_v5.1,4536567,4537901,.,1335,0.131,-1.626,4.955,6.865,50.162,28.067,43.178,Tb927.11.17010,Tb927.11.17010,-
9501,NA_peak_9502,Tb927_11_v5.1,4541627,4542481,.,855,2.89,-1.988,5.128,2.127,115.257,14.397,7.96,Tb927.11.17020,Tb927.11.17020,-
9502,NA_peak_9503,Tb927_11_v5.1,4543438,4543826,.,389,-1.286,0.108,2.675,2.08,5.943,3.115,11.878,Tb927.11.17020,Tb927.11.17020,-
9503,NA_peak_9504,Tb927_11_v5.1,4544467,4545338,.,872,4.204,-1.809,5.312,1.372,10.572,149.472,6.324,Tb927.11.17020,Tb927.11.17020,-
9504,NA_peak_9505,Tb927_11_v5.1,4549529,4551669,.,2141,0.662,-2.073,6.67,11.148,92.877,245.37,137.114,Tb927.11.17040,Tb927.11.17040,+
9505,NA_peak_9506,Tb927_11_v5.1,4556861,4557214,.,354,0.966,2.651,4.153,30.138,11.938,2.042,0.77,1,1,+
9506,NA_peak_9507,Tb927_11_v5.1,4557987,4558622,.,636,-1.083,-1.006,5.952,25.71,107.924,41.668,92.547,1,1,+
9507,NA_peak_9508,Tb927_11_v5.1,4559062,4560288,.,1227,-1.046,-2.29,5.58,9.333,96.728,36.684,80.134,2,2,+
9508,NA_peak_9509,Tb927_11_v5.1,4562323,4563541,.,1219,0.3,-2.921,5.797,6.599,112.502,81.715,65.002,Tb927.11.17050,Tb927.11.17050,-
9509,NA_peak_9510,Tb927_11_v5.1,4564567,4565247,.,681,-0.188,-0.013,6.338,48.104,107.508,85.302,94.22,Tb927.11.17050,Tb927.11.17050,-
9510,NA_peak_9511,Tb927_11_v5.1,4566910,4567654,.,745,-1.142,0.077,4.961,28.004,48.556,12.333,32.823,Tb927.11.17050,Tb927.11.17050,-
9511,NA_peak_9512,Tb927_11_v5.1,4572189,4572573,.,385,-1.014,2.042,2.889,9.676,5.549,1.485,2.911,Tb927.11.17060,Tb927.11.17060,-
9512,NA_peak_9513,Tb927_11_v5.1,4574240,4574922,.,683,0.531,-2.598,2.709,1.866,4.495,2.63,2.908,Tb927.11.17070,Tb927.11.17070,-
9513,NA_peak_9514,Tb927_11_v5.1,4575587,4576460,.,874,0.889,-3.057,3.375,0.412,9.573,23.55,11.896,Tb927.11.17070,Tb927.11.17070,-
9514,NA_peak_9515,Tb927_11_v5.1,4581803,4582458,.,656,0.999,8.814,5.976,133.127,0.916,3.668,3.174,Tb927.11.17080,Tb927.11.17080,-
9515,NA_peak_9516,Tb927_11_v5.1,4584497,4585189,.,693,-3.725,-3.436,2.768,0.533,14.859,1.286,16.266,Tb927.11.17090,Tb927.11.17090,-
9516,NA_peak_9517,Tb927_11_v5.1,4586974,4587273,.,300,-1.919,-0.023,1.55,2.127,4.853,0.865,3.58,Tb927.11.17100,Tb927.11.17100,+
9517,NA_peak_9518,Tb927_11_v5.1,4589716,4591115,.,1400,0.239,-2.965,4.229,3.294,47.674,6.296,6.997,Tb927.11.17110,Tb927.11.17110,+
9518,NA_peak_9519,Tb927_11_v5.1,4592880,4593402,.,523,-4.003,1.379,3.135,9.264,8.433,0.692,8.782,Tb927.11.17110,Tb927.11.17110,+
9519,NA_peak_9520,Tb927_11_v5.1,4596047,4597040,.,994,-2.086,3.048,3.562,26.062,4.783,1.001,0.866,Tb927.11.17120,Tb927.11.17120,+
9520,NA_peak_9521,Tb927_11_v5.1,4601505,4602514,.,1010,0.236,-2.826,5.462,5.627,83.534,59.322,52.812,Tb927.11.17130,Tb927.11.17130,+
9521,NA_peak_9522,Tb927_11_v5.1,4603516,4604611,.,1096,-0.123,-0.276,7.282,94.63,226.378,166.949,171.742,Tb927.11.17140,Tb927.11.17140,-
9522,NA_peak_9523,Tb927_11_v5.1,4610692,4611690,.,999,-1.686,-0.091,3.949,10.265,23.606,4.118,20.017,Tb927.11.17160,Tb927.11.17160,-
9523,NA_peak_9524,Tb927_11_v5.1,4611890,4612851,.,962,-2.501,1.17,3.779,16.002,11.071,2.68,17.432,Tb927.11.17160,Tb927.11.17160,-
9524,NA_peak_9525,Tb927_11_v5.1,4613572,4613965,.,394,0.752,-4.046,1.475,0.343,12.194,0.069,0.117,transcript-p1-CDS2,transcript-p1-CDS2,-
9525,NA_peak_9526,Tb927_11_v5.1,4618556,4620237,.,1682,0.507,4.561,7.212,251.363,32.289,57.275,20.979,Tb927.11.17180,Tb927.11.17180,-
9526,NA_peak_9527,Tb927_11_v5.1,4620746,4621577,.,832,0.521,8.844,5.395,86.67,0.416,2.492,2.944,Tb927.11.17190,Tb927.11.17190,-
9527,NA_peak_9528,Tb927_11_v5.1,4622914,4623543,.,630,2.199,4.618,4.836,55.323,5.078,10.331,2.442,Tb927.11.17190,Tb927.11.17190,-
9528,NA_peak_9529,Tb927_11_v5.1,4627044,4627973,.,930,-2.261,1.681,5.279,56.682,39.207,6.541,21.568,Tb927.11.17210,Tb927.11.17210,+
9529,NA_peak_9530,Tb927_11_v5.1,4629158,4630096,.,939,0.509,-1.357,3.959,1.235,8.075,35.266,27.503,Tb927.11.17220,Tb927.11.17220,+
9530,NA_peak_9531,Tb927_11_v5.1,4631964,4633219,.,1256,-2.325,-4.517,4.592,0.4,40.675,13.786,58.393,Tb927.11.17230,Tb927.11.17230,+
9531,NA_peak_9532,Tb927_11_v5.1,4638777,4639490,.,714,0.957,2.682,3.071,9.538,4.121,5.861,5.119,Tb927.11.17250,Tb927.11.17250,+
9532,NA_peak_9533,Tb927_11_v5.1,4642318,4642779,.,462,0.389,2.029,1.238,1.167,0.584,4.049,3.931,Tb927.11.17270,Tb927.11.17270,+
9533,NA_peak_9534,Tb927_11_v5.1,4655327,4656573,.,1247,-0.867,1.482,5.026,35.958,30.051,17.082,33.69,Tb927.11.17310,Tb927.11.17310,+
9534,NA_peak_9535,Tb927_11_v5.1,4662139,4663282,.,1144,-5.541,-0.59,6.888,6.656,59.989,6.754,388.193,Tb927.11.17340,Tb927.11.17340,+
9535,NA_peak_9536,Tb927_11_v5.1,4672771,4673511,.,741,0.155,1.634,4.963,25.802,11.099,61.118,17.298,Tb927.11.17380,Tb927.11.17380,-
9536,NA_peak_9537,Tb927_11_v5.1,4673939,4674929,.,991,-1.376,1.266,5.769,61.966,55.894,20.953,51.872,Tb927.11.17390,Tb927.11.17390,-
9537,NA_peak_9538,Tb927_11_v5.1,4676327,4676782,.,456,-3.0,1.31,5.047,23.606,21.185,13.843,59.791,Tb927.11.17400,Tb927.11.17400,-
9538,NA_peak_9539,Tb927_11_v5.1,4679300,4679750,.,451,0.176,-0.322,5.167,14.342,38.331,58.071,35.266,Tb927.11.17420,Tb927.11.17420,-
9539,NA_peak_9540,Tb927_11_v5.1,4680847,4682236,.,1390,-2.403,-0.859,7.006,55.172,205.192,36.546,175.458,transcript-p1-CDS3,transcript-p1-CDS3,-
9540,NA_peak_9541,Tb927_11_v5.1,4683307,4683847,.,541,-0.078,4.88,5.603,84.199,6.784,14.085,16.897,Tb927.11.17430,Tb927.11.17430,-
9541,NA_peak_9542,Tb927_11_v5.1,4689728,4691414,.,1687,-0.184,-0.242,6.922,58.26,142.761,148.399,167.776,Tb927.11.17450,Tb927.11.17450,-
9542,NA_peak_9543,Tb927_11_v5.1,4692455,4693159,.,705,-0.271,-3.842,4.518,1.441,47.24,27.588,31.928,Tb927.11.17460,Tb927.11.17460,+
9543,NA_peak_9544,Tb927_11_v5.1,4697568,4698132,.,565,-1.956,1.182,5.285,30.674,25.639,22.149,66.833,Tb927.11.17470,Tb927.11.17470,+
9544,NA_peak_9545,Tb927_11_v5.1,4699456,4700424,.,969,0.053,-1.152,7.388,61.829,375.486,160.99,163.818,Tb927.11.17480,Tb927.11.17480,+
9545,NA_peak_9546,Tb927_11_v5.1,4701255,4701802,.,548,-3.501,-2.539,4.953,2.402,29.879,7.397,105.83,Tb927.11.17480,Tb927.11.17480,+
9546,NA_peak_9547,Tb927_11_v5.1,4701853,4702583,.,731,-2.77,-2.601,5.563,4.255,62.697,18.333,138.754,Tb927.11.17490,Tb927.11.17490,+
9547,NA_peak_9548,Tb927_11_v5.1,4702851,4703281,.,431,0.897,4.601,6.497,197.229,12.678,15.974,11.073,Tb927.11.17490,Tb927.11.17490,+
9548,NA_peak_9549,Tb927_11_v5.1,4710262,4711473,.,1212,0.294,-3.277,4.558,1.8,39.207,37.936,31.341,Tb927.11.17500,Tb927.11.17500,+
9549,NA_peak_9550,Tb927_11_v5.1,4712620,4713891,.,1272,0.12,-0.598,5.346,15.234,49.696,55.061,51.314,Tb927.11.17510,Tb927.11.17510,-
9550,NA_peak_9551,Tb927_11_v5.1,4714537,4714848,.,312,-2.629,0.569,2.043,2.059,2.707,2.359,9.882,Tb927.11.17510,Tb927.11.17510,-
9551,NA_peak_9552,Tb927_11_v5.1,4717574,4717926,.,353,1.096,1.972,0.973,2.533,1.156,0.214,0.757,Tb927.11.17520,Tb927.11.17520,-
9552,NA_peak_9553,Tb927_11_v5.1,4720760,4721607,.,848,-2.572,2.307,2.125,5.97,2.509,0.929,6.056,Tb927.11.17530,Tb927.11.17530,-
9553,NA_peak_9554,Tb927_11_v5.1,4730575,4731388,.,814,-0.0,-3.821,4.98,2.774,87.238,29.348,32.868,Tb927.11.17540,Tb927.11.17540,-
9554,NA_peak_9555,Tb927_11_v5.1,4732658,4733429,.,772,-0.041,-0.029,6.598,52.633,113.751,115.314,120.105,Tb927.11.17540,Tb927.11.17540,-
9555,NA_peak_9556,Tb927_11_v5.1,4733557,4734006,.,450,0.302,-0.072,4.536,10.431,25.191,31.995,28.08,Tb927.11.17540,Tb927.11.17540,-
9556,NA_peak_9557,Tb927_11_v5.1,4737025,4738298,.,1274,0.171,-0.242,6.256,35.615,95.937,99.632,89.952,Tb927.11.17540,Tb927.11.17540,-
9557,NA_peak_9558,Tb927_11_v5.1,4739902,4740330,.,429,-0.06,-3.052,3.022,1.098,19.021,7.716,8.665,Tb927.11.17550,Tb927.11.17550,+
9558,NA_peak_9559,Tb927_11_v5.1,4743170,4743646,.,477,0.172,-1.685,2.945,2.027,17.356,7.164,4.67,Tb927.11.17550,Tb927.11.17550,+
9559,NA_peak_9560,Tb927_11_v5.1,4744139,4745696,.,1558,-0.858,2.245,5.002,28.751,12.861,30.766,43.731,Tb927.11.17550,Tb927.11.17550,+
9560,NA_peak_9561,Tb927_11_v5.1,4751191,4752269,.,1079,-1.833,-1.225,6.249,21.685,94.522,47.976,158.595,Tb927.11.17570,Tb927.11.17570,+
9561,NA_peak_9562,Tb927_11_v5.1,4752337,4752636,.,300,-2.647,-2.343,2.476,0.8,8.616,2.583,14.069,Tb927.11.17570,Tb927.11.17570,+
9562,NA_peak_9563,Tb927_11_v5.1,4758447,4759032,.,586,5.235,1.804,4.385,13.45,4.079,66.147,1.674,Tb927.11.17590,Tb927.11.17590,+
9563,NA_peak_9564,Tb927_11_v5.1,4760691,4761738,.,1048,-1.977,4.205,6.786,168.262,20.404,32.318,139.941,Tb927.11.17590,Tb927.11.17590,+
9564,NA_peak_9565,Tb927_11_v5.1,4761922,4762761,.,840,-0.642,2.475,6.294,127.242,38.078,28.932,15.023,Tb927.11.17600,Tb927.11.17600,+
9565,NA_peak_9566,Tb927_11_v5.1,4763502,4764798,.,1297,-0.533,-1.087,6.706,34.242,168.025,84.75,142.367,Tb927.11.17600,Tb927.11.17600,+
9566,NA_peak_9567,Tb927_11_v5.1,4766913,4767425,.,513,-2.233,3.163,7.21,273.665,70.818,7.718,33.492,Tb927.11.17620,Tb927.11.17620,+
9567,NA_peak_9568,Tb927_11_v5.1,4769692,4771294,.,1603,0.401,1.44,7.795,157.143,125.822,269.7,248.375,Tb927.11.17630,Tb927.11.17630,+
9568,NA_peak_9569,Tb927_11_v5.1,4773560,4774555,.,996,0.146,-0.206,6.184,42.409,98.419,86.481,77.926,Tb927.11.17650,Tb927.11.17650,+
9569,NA_peak_9570,Tb927_11_v5.1,4776717,4777148,.,432,0.177,-2.642,5.39,6.245,77.707,51.302,49.229,Tb927.11.17660,Tb927.11.17660,-
9570,NA_peak_9571,Tb927_11_v5.1,4778651,4779427,.,777,-2.718,4.988,8.232,599.895,41.913,8.064,56.63,Tb927.11.17660,Tb927.11.17660,-
9571,NA_peak_9572,Tb927_11_v5.1,4779745,4781444,.,1700,-1.74,4.832,9.59,1428.508,123.782,119.363,384.406,Tb927.11.17670,Tb927.11.17670,-
9572,NA_peak_9573,Tb927_11_v5.1,4782530,4782991,.,462,0.163,4.072,6.367,162.566,17.232,50.566,40.612,Tb927.11.17670,Tb927.11.17670,-
9573,NA_peak_9574,Tb927_11_v5.1,4784313,4785085,.,773,-1.076,-2.73,5.656,2.666,67.22,42.499,110.882,Tb927.11.17680,Tb927.11.17680,-
9574,NA_peak_9575,Tb927_11_v5.1,4788156,4788631,.,476,-2.708,-3.826,5.7,4.598,158.409,8.825,70.656,Tb927.11.17690,Tb927.11.17690,-
9575,NA_peak_9576,Tb927_11_v5.1,4790216,4791118,.,903,-0.242,2.309,8.391,646.284,251.907,69.424,86.157,Tb927.11.17700,Tb927.11.17700,-
9576,NA_peak_9577,Tb927_11_v5.1,4792059,4793314,.,1256,-0.323,4.946,8.976,866.561,57.104,275.652,354.506,Tb927.11.17710,Tb927.11.17710,-
9577,NA_peak_9578,Tb927_11_v5.1,4794517,4795099,.,583,-0.379,1.125,6.349,21.283,21.893,138.584,211.355,Tb927.11.17720,Tb927.11.17720,-
9578,NA_peak_9579,Tb927_11_v5.1,4795728,4796860,.,1133,-1.001,4.79,8.227,497.099,49.177,33.604,97.047,Tb927.11.17730,Tb927.11.17730,-
9579,NA_peak_9580,Tb927_11_v5.1,4798385,4799434,.,1050,-1.349,3.255,6.83,236.609,56.661,0.839,3.03,Tb927.11.17740,Tb927.11.17740,-
9580,NA_peak_9581,Tb927_11_v5.1,4800764,4802021,.,1258,-2.983,-1.658,5.652,5.014,58.305,9.792,126.272,Tb927.11.17750,Tb927.11.17750,-
9581,NA_peak_9582,Tb927_11_v5.1,4803794,4805298,.,1505,-1.797,-1.475,6.437,23.995,129.52,23.568,201.977,Tb927.11.17760,Tb927.11.17760,-
9582,NA_peak_9583,Tb927_11_v5.1,4807369,4808061,.,693,-0.793,2.454,5.466,62.455,24.972,19.242,30.585,Tb927.11.17770,Tb927.11.17770,-
9583,NA_peak_9584,Tb927_11_v5.1,4808103,4808772,.,670,-0.782,0.436,4.449,11.734,18.027,23.3,40.576,Tb927.11.17770,Tb927.11.17770,-
9584,NA_peak_9585,Tb927_11_v5.1,4809733,4810624,.,892,-2.805,-3.224,3.566,0.961,23.621,4.455,26.365,Tb927.11.17780,Tb927.11.17780,-
9585,NA_peak_9586,Tb927_11_v5.1,4816133,4817179,.,1047,-2.445,-2.354,4.638,2.608,27.106,13.982,61.387,Tb927.11.17800,Tb927.11.17800,-
9586,NA_peak_9587,Tb927_11_v5.1,4818591,4819807,.,1217,-2.888,0.592,7.138,170.046,268.518,11.078,75.994,Tb927.11.17810,Tb927.11.17810,-
9587,NA_peak_9588,Tb927_11_v5.1,4822176,4822530,.,355,-0.481,1.488,3.485,15.44,11.938,4.1,5.728,transcript-p1-CDS2,transcript-p1-CDS2,-
9588,NA_peak_9589,Tb927_11_v5.1,4822584,4823159,.,576,-3.456,-1.172,3.866,8.235,38.772,0.761,15.761,Tb927.11.17820,Tb927.11.17820,-
9589,NA_peak_9590,Tb927_11_v5.1,4823203,4823523,.,321,-3.907,-5.847,2.738,0.267,23.54,0.226,9.125,Tb927.11.17820,Tb927.11.17820,-
9590,NA_peak_9591,Tb927_11_v5.1,4828144,4828868,.,725,1.958,0.433,4.886,30.331,43.845,22.471,5.669,Tb927.11.17820,Tb927.11.17820,-
9591,NA_peak_9592,Tb927_11_v5.1,4828920,4829708,.,789,0.199,1.522,5.864,57.643,38.261,72.151,59.15,Tb927.11.17830,Tb927.11.17830,-
9592,NA_peak_9593,Tb927_11_v5.1,4830539,4831923,.,1385,1.781,-0.016,5.958,44.055,68.925,106.904,37.69,transcript-p1-CDS1,transcript-p1-CDS1,-
9593,NA_peak_9594,Tb927_11_v5.1,4836211,4836905,.,695,0.033,-1.614,2.681,1.029,7.858,8.459,10.604,Tb927.11.17850,Tb927.11.17850,-
9594,NA_peak_9595,Tb927_11_v5.1,4837687,4838851,.,1165,-0.375,-3.642,3.706,0.907,27.345,15.539,20.162,Tb927.11.17860,Tb927.11.17860,-
9595,NA_peak_9596,Tb927_11_v5.1,4841352,4842132,.,781,-0.494,0.929,4.213,14.397,22.599,18.209,9.703,Tb927.11.17860,Tb927.11.17860,-
9596,NA_peak_9597,Tb927_11_v5.1,4842559,4843503,.,945,-0.427,-2.067,5.486,2.745,23.969,74.295,103.333,Tb927.11.17860,Tb927.11.17860,-
9597,NA_peak_9598,Tb927_11_v5.1,4843732,4844228,.,497,-1.464,-2.835,3.41,0.412,21.691,7.111,19.188,Tb927.11.17870,Tb927.11.17870,+
9598,NA_peak_9599,Tb927_11_v5.1,4844705,4845025,.,321,-0.502,-4.078,3.625,1.974,51.818,0.572,0.18,Tb927.11.17870,Tb927.11.17870,+
9599,NA_peak_9600,Tb927_11_v5.1,4846378,4847008,.,631,-0.57,2.037,5.355,75.896,32.817,7.441,12.246,Tb927.11.17870,Tb927.11.17870,+
9600,NA_peak_9601,Tb927_11_v5.1,4849180,4850993,.,1814,0.732,-2.241,5.779,13.724,125.296,65.933,63.004,Tb927.11.17890,Tb927.11.17890,+
9601,NA_peak_9602,Tb927_11_v5.1,4855270,4855667,.,398,-0.403,-0.306,3.98,5.799,15.297,20.889,23.997,Tb927.11.17910,Tb927.11.17910,-
9602,NA_peak_9603,Tb927_11_v5.1,4857992,4860066,.,2075,0.342,-2.776,5.414,17.567,145.202,0.5,0.468,Tb927.11.17920,Tb927.11.17920,-
9603,NA_peak_9604,Tb927_11_v5.1,4863102,4863815,.,714,-0.026,10.035,7.951,586.377,1.082,6.437,9.235,Tb927.11.17950,Tb927.11.17950,-
9604,NA_peak_9605,Tb927_11_v5.1,4868657,4869062,.,406,-0.198,-1.655,3.508,2.187,15.98,15.677,17.709,Tb927.11.17970,Tb927.11.17970,-
9605,NA_peak_9606,Tb927_11_v5.1,4871781,4873334,.,1554,-0.141,0.124,5.682,17.91,36.654,72.365,86.96,Tb927.11.17980,Tb927.11.17980,-
9606,NA_peak_9607,Tb927_11_v5.1,4876657,4876971,.,315,0.811,2.871,3.601,20.929,6.118,6.991,4.076,Tb927.11.18010,Tb927.11.18010,-
9607,NA_peak_9608,Tb927_11_v5.1,4878777,4879104,.,328,0.537,-0.495,2.719,1.441,4.308,13.359,8.841,Tb927.11.18020,Tb927.11.18020,-
9608,NA_peak_9609,Tb927_11_v5.1,4881804,4883592,.,1789,0.018,-3.286,5.707,5.666,118.412,62.502,60.996,Tb927.11.18030,Tb927.11.18030,-
9609,NA_peak_9610,Tb927_11_v5.1,4884498,4885571,.,1074,0.339,-0.673,5.27,14.891,48.863,58.28,47.231,Tb927.11.18040,Tb927.11.18040,-
9610,NA_peak_9611,Tb927_11_v5.1,4891497,4892948,.,1452,-1.009,1.662,4.828,19.863,14.164,23.533,41.386,Tb927.11.18060,Tb927.11.18060,-
9611,NA_peak_9612,Tb927_11_v5.1,4894738,4895630,.,893,-1.075,-3.477,5.182,3.225,69.674,32.124,62.446,Tb927.11.18070,Tb927.11.18070,-
9612,NA_peak_9613,Tb927_11_v5.1,4899715,4900170,.,456,-0.384,5.571,6.984,262.411,11.952,18.584,27.537,Tb927.11.18090,Tb927.11.18090,-
9613,NA_peak_9614,Tb927_11_v5.1,4904982,4905695,.,714,0.048,-1.02,6.02,2.999,11.192,143.381,130.914,Tb927.11.18110,Tb927.11.18110,-
9614,NA_peak_9615,Tb927_11_v5.1,4908054,4908456,.,403,-1.513,3.96,5.271,58.946,8.617,10.106,34.898,Tb927.11.18130,Tb927.11.18130,-
9615,NA_peak_9616,Tb927_11_v5.1,4908738,4910288,.,1551,-1.447,4.665,7.447,332.2,27.016,32.305,100.075,Tb927.11.18140,Tb927.11.18140,-
9616,NA_peak_9617,Tb927_11_v5.1,4912317,4912682,.,366,-1.911,-0.242,4.11,9.333,23.558,6.299,32.316,Tb927.11.18150,Tb927.11.18150,-
9617,NA_peak_9618,Tb927_11_v5.1,4915983,4916425,.,443,-2.256,-2.14,3.687,5.353,45.635,1.142,5.258,Tb927.11.18150,Tb927.11.18150,-
9618,NA_peak_9619,Tb927_11_v5.1,4917269,4918295,.,1027,-5.194,2.754,5.354,48.007,13.545,1.661,69.226,transcript-p1-CDS1,transcript-p1-CDS1,-
9619,NA_peak_9620,Tb927_11_v5.1,4919541,4920536,.,996,-0.823,-1.586,4.934,11.529,62.016,23.326,35.851,Tb927.11.18160,Tb927.11.18160,-
9620,NA_peak_9621,Tb927_11_v5.1,4923272,4923662,.,391,-1.489,1.484,2.471,3.294,2.839,2.68,11.443,Tb927.11.18170,Tb927.11.18170,+
9621,NA_peak_9622,Tb927_11_v5.1,4924926,4925510,.,585,-2.746,1.316,3.07,11.117,11.025,0.277,2.262,Tb927.11.18170,Tb927.11.18170,+
9622,NA_peak_9623,Tb927_11_v5.1,4927909,4929385,.,1477,-0.27,1.819,4.531,25.87,16.706,19.484,24.458,Tb927.11.18180,Tb927.11.18180,+
9623,NA_peak_9624,Tb927_11_v5.1,4934172,4935477,.,1306,-2.47,1.144,7.782,221.993,228.688,51.358,325.956,Tb927.11.18220,Tb927.11.18220,+
9624,NA_peak_9625,Tb927_11_v5.1,4936653,4938735,.,2083,-0.542,3.55,8.747,719.466,133.063,209.966,304.208,Tb927.11.18220,Tb927.11.18220,+
9625,NA_peak_9626,Tb927_11_v5.1,4941274,4942178,.,905,-5.594,1.835,6.994,268.381,135.044,0.904,46.056,transcript-p1-CDS1,transcript-p1-CDS1,+
9626,NA_peak_9627,Tb927_11_v5.1,4943503,4943913,.,411,-5.888,-3.356,4.72,2.196,33.775,0.415,97.418,Tb927.11.18240,Tb927.11.18240,+
